customer_id,order_date,product_id,category_id,category_name,product_name,quantity,price,payment_method,city,review_score,gender,age,Year,Month,Day,Weekday,Rating_Category,Age_Group
47548,2025-01-31,381,30,Home & Living,Vase,2.0,226.48,Cash on Delivery,West Jacob,2.5,F,36,2025,1,31,Friday,Average,Adult
85352,2024-07-04,755,20,Fashion,T-shirt,5.0,149.06,Cash on Delivery,East Ana,5.0,M,38,2024,7,4,Thursday,Excellent,Adult
99624,2024-06-29,624,20,Fashion,Dress,4.0,120.07,Credit Card,West Louis,4.0,M,20,2024,6,29,Saturday,Good,Young Adult
53811,2024-09-21,551,40,Books & Stationery,Eraser,5.0,426.37,Credit Card,Port Cristianfort,4.0,F,52,2024,9,21,Saturday,Good,Adult
59944,2025-02-06,293,50,Sports & Outdoors,Basketball,2.0,361.99,Bank Transfer,Lake Charlestown,4.0,M,51,2025,2,6,Thursday,Good,Adult
20770,2024-11-01,941,10,Electronics,Smartphone,2.0,391.43,Credit Card,Moranland,4.0,M,44,2024,11,1,Friday,Good,Adult
95322,2025-03-14,621,50,Sports & Outdoors,Running Shoes,2.0,34.61,Credit Card,Marcusville,5.0,M,43,2025,3,14,Friday,Excellent,Adult
44293,2024-10-26,212,20,Fashion,Skirt,4.0,337.11,Cash on Delivery,West Sandrachester,4.0,M,72,2024,10,26,Saturday,Good,Senior
11849,2024-08-14,141,40,Books & Stationery,Eraser,5.0,409.35,Cash on Delivery,South Scott,4.0,M,23,2024,8,14,Wednesday,Good,Young Adult
79537,2024-10-18,858,40,Books & Stationery,Story Book,5.0,374.39,Bank Transfer,Anthonyborough,4.0,F,30,2024,10,18,Friday,Good,Young Adult
22604,2025-02-08,351,30,Home & Living,Carpet,1.0,247.45,Credit Card,East Russellville,2.5,M,47,2025,2,8,Saturday,Average,Adult
36231,2024-05-18,606,30,Home & Living,Blanket,5.0,143.14,Bank Transfer,Port Richardfurt,5.0,M,72,2024,5,18,Saturday,Excellent,Senior
64684,2024-11-16,166,20,Fashion,Pants,1.0,197.69,Credit Card,New Brooke,5.0,M,53,2024,11,16,Saturday,Excellent,Adult
64326,2024-08-15,348,40,Books & Stationery,Notebook,5.0,275.88,Bank Transfer,Rachelburgh,4.0,F,63,2024,8,15,Thursday,Good,Senior
82168,2025-01-23,653,40,Books & Stationery,Eraser,2.0,473.57,Credit Card,West Matthewton,5.0,F,44,2025,1,23,Thursday,Excellent,Adult
63919,2024-04-23,209,40,Books & Stationery,Pen,3.0,12.89,Bank Transfer,Jeffreyville,2.5,M,54,2024,4,23,Tuesday,Average,Adult
54901,2024-06-04,491,40,Books & Stationery,Eraser,3.0,376.28,Cash on Delivery,Stacieberg,5.0,F,23,2024,6,4,Tuesday,Excellent,Young Adult
97350,2025-03-06,770,40,Books & Stationery,Story Book,4.0,143.74,Bank Transfer,West Kathleen,4.0,M,70,2025,3,6,Thursday,Good,Senior
45435,2024-07-06,349,40,Books & Stationery,Story Book,3.0,421.85,Credit Card,Port Hectorbury,5.0,F,25,2024,7,6,Saturday,Excellent,Young Adult
92572,2024-06-29,634,40,Books & Stationery,Eraser,4.0,286.55,Credit Card,East David,4.0,M,60,2024,6,29,Saturday,Good,Senior
10539,2025-03-17,142,40,Books & Stationery,Story Book,1.0,34.64,Bank Transfer,Anthonyport,3.0,F,44,2025,3,17,Monday,Good,Adult
94316,2024-06-14,979,30,Home & Living,Vase,1.0,146.35,Bank Transfer,Garzachester,2.5,M,18,2024,6,14,Friday,Average,Young Adult
64578,2024-07-01,650,10,Electronics,Smartwatch,1.0,35.52,Bank Transfer,Lake Kristy,2.5,M,54,2024,7,1,Monday,Average,Adult
77823,2024-09-27,994,10,Electronics,Smartphone,5.0,475.31,Credit Card,South Roger,5.0,F,34,2024,9,27,Friday,Excellent,Adult
67215,2024-12-02,912,20,Fashion,Pants,1.0,242.04,Credit Card,Codyburgh,4.0,M,71,2024,12,2,Monday,Good,Senior
50937,2024-11-05,101,30,Home & Living,Painting,1.0,92.22,Cash on Delivery,Stevensonside,5.0,F,46,2024,11,5,Tuesday,Excellent,Adult
66782,2024-07-04,865,20,Fashion,Dress,2.0,62.97,Credit Card,Hardingfort,5.0,F,48,2024,7,4,Thursday,Excellent,Adult
72081,2024-07-25,563,40,Books & Stationery,Pen,3.0,471.32,Credit Card,Trevinoland,4.0,F,63,2024,7,25,Thursday,Good,Senior
58706,2025-02-07,613,20,Fashion,T-shirt,4.0,351.62,Bank Transfer,Lake Cody,5.0,F,65,2025,2,7,Friday,Excellent,Senior
61717,2024-08-31,705,10,Electronics,Smartwatch,2.0,393.49,Bank Transfer,East Alyssa,4.0,F,57,2024,8,31,Saturday,Good,Adult
48366,2024-10-12,292,10,Electronics,Smartwatch,3.0,327.3,Credit Card,Moraleshaven,5.0,F,48,2024,10,12,Saturday,Excellent,Adult
26652,2024-09-24,952,10,Electronics,Tablet,2.0,480.79,Cash on Delivery,Danielstad,5.0,F,48,2024,9,24,Tuesday,Excellent,Adult
49861,2024-11-24,832,20,Fashion,Skirt,2.0,96.31,Cash on Delivery,Brianburgh,5.0,M,46,2024,11,24,Sunday,Excellent,Adult
70446,2024-05-02,918,50,Sports & Outdoors,Running Shoes,5.0,237.79,Cash on Delivery,Amyhaven,4.0,M,56,2024,5,2,Thursday,Good,Adult
66861,2025-02-23,360,20,Fashion,T-shirt,3.0,146.67,Bank Transfer,Reynoldsborough,2.5,F,20,2025,2,23,Sunday,Average,Young Adult
33496,2024-09-24,863,50,Sports & Outdoors,Running Shoes,5.0,174.83,Bank Transfer,Port Ginaside,5.0,M,71,2024,9,24,Tuesday,Excellent,Senior
65546,2024-04-01,575,20,Fashion,Dress,4.0,400.94,Bank Transfer,Davidton,2.5,F,65,2024,4,1,Monday,Average,Senior
58032,2024-04-04,133,30,Home & Living,Carpet,4.0,14.97,Credit Card,Lake Sethfurt,4.0,F,22,2024,4,4,Thursday,Good,Young Adult
52835,2024-04-11,159,40,Books & Stationery,Eraser,2.0,381.5,Cash on Delivery,North Davidchester,4.0,F,31,2024,4,11,Thursday,Good,Adult
54614,2024-12-10,704,40,Books & Stationery,Novel,1.0,55.6,Credit Card,Stephanieshire,4.0,M,61,2024,12,10,Tuesday,Good,Senior
47601,2024-07-31,793,50,Sports & Outdoors,Yoga Mat,2.0,241.9,Cash on Delivery,South Ashleyshire,3.0,M,24,2024,7,31,Wednesday,Good,Young Adult
39945,2024-06-06,273,50,Sports & Outdoors,Yoga Mat,5.0,182.39,Bank Transfer,North Christinaview,2.5,M,75,2024,6,6,Thursday,Average,Senior
44020,2024-12-23,798,10,Electronics,Laptop,5.0,164.62,Cash on Delivery,New Michaeltown,4.0,F,62,2024,12,23,Monday,Good,Senior
89883,2024-05-25,182,20,Fashion,Pants,5.0,116.03,Bank Transfer,East Justin,2.5,F,66,2024,5,25,Saturday,Average,Senior
51106,2025-03-03,222,50,Sports & Outdoors,Tent,2.0,148.67,Credit Card,New Carol,5.0,M,38,2025,3,3,Monday,Excellent,Adult
39236,2024-06-05,793,30,Home & Living,Blanket,1.0,158.11,Cash on Delivery,Osborneland,4.0,M,47,2024,6,5,Wednesday,Good,Adult
39267,2024-10-02,399,10,Electronics,Smartwatch,3.0,153.15,Credit Card,North Danielburgh,5.0,F,74,2024,10,2,Wednesday,Excellent,Senior
20814,2024-12-18,914,10,Electronics,Smartphone,4.0,291.29,Bank Transfer,South Melodystad,4.0,M,65,2024,12,18,Wednesday,Good,Senior
62697,2024-09-19,774,10,Electronics,Headphones,2.0,471.12,Bank Transfer,Murrayville,4.0,M,25,2024,9,19,Thursday,Good,Young Adult
45453,2024-08-15,363,40,Books & Stationery,Novel,3.0,292.74,Cash on Delivery,West Michaelton,4.0,M,63,2024,8,15,Thursday,Good,Senior
41166,2024-04-17,783,50,Sports & Outdoors,Yoga Mat,5.0,51.74,Credit Card,North Matthew,4.0,F,61,2024,4,17,Wednesday,Good,Senior
12817,2024-06-06,466,50,Sports & Outdoors,Tent,4.0,397.46,Credit Card,North Angela,5.0,M,40,2024,6,6,Thursday,Excellent,Adult
86435,2024-07-30,988,40,Books & Stationery,Notebook,4.0,431.48,Bank Transfer,Christopherport,3.0,F,48,2024,7,30,Tuesday,Good,Adult
16539,2024-04-10,334,50,Sports & Outdoors,Soccer Ball,3.0,474.32,Credit Card,Kathleenton,5.0,M,21,2024,4,10,Wednesday,Excellent,Young Adult
32285,2024-08-23,978,10,Electronics,Laptop,1.0,127.53,Cash on Delivery,West Danielborough,4.0,M,43,2024,8,23,Friday,Good,Adult
73165,2024-12-29,237,40,Books & Stationery,Eraser,2.0,240.26,Credit Card,Mariaborough,2.5,F,48,2024,12,29,Sunday,Average,Adult
28298,2024-06-07,555,40,Books & Stationery,Novel,3.0,346.82,Bank Transfer,Port Denisemouth,5.0,F,18,2024,6,7,Friday,Excellent,Young Adult
77934,2025-01-16,695,20,Fashion,Skirt,1.0,66.24,Credit Card,Holmesland,5.0,M,27,2025,1,16,Thursday,Excellent,Young Adult
42115,2024-11-09,135,20,Fashion,T-shirt,4.0,39.22,Bank Transfer,North Johnland,4.0,F,55,2024,11,9,Saturday,Good,Adult
10254,2024-09-10,318,30,Home & Living,Vase,1.0,70.93,Cash on Delivery,Port Christine,3.0,M,73,2024,9,10,Tuesday,Good,Senior
39027,2024-12-26,757,30,Home & Living,Carpet,1.0,274.59,Bank Transfer,Russellton,4.0,M,23,2024,12,26,Thursday,Good,Young Adult
30197,2024-07-09,386,40,Books & Stationery,Notebook,1.0,305.82,Credit Card,Port George,4.0,M,39,2024,7,9,Tuesday,Good,Adult
83687,2024-08-26,115,50,Sports & Outdoors,Tent,5.0,475.89,Cash on Delivery,Melanieborough,5.0,F,52,2024,8,26,Monday,Excellent,Adult
88015,2024-05-20,285,20,Fashion,Skirt,4.0,264.29,Bank Transfer,Kathleenview,5.0,M,62,2024,5,20,Monday,Excellent,Senior
84063,2025-01-20,744,50,Sports & Outdoors,Running Shoes,5.0,321.04,Bank Transfer,Scottfort,5.0,F,43,2025,1,20,Monday,Excellent,Adult
50447,2024-10-21,910,40,Books & Stationery,Notebook,3.0,167.32,Credit Card,Kathyton,5.0,M,22,2024,10,21,Monday,Excellent,Young Adult
29786,2024-09-10,749,40,Books & Stationery,Notebook,3.0,334.67,Bank Transfer,South Brianstad,5.0,F,23,2024,9,10,Tuesday,Excellent,Young Adult
79948,2024-08-14,858,40,Books & Stationery,Novel,2.0,164.11,Bank Transfer,South Caroline,4.0,F,66,2024,8,14,Wednesday,Good,Senior
68238,2025-03-17,261,50,Sports & Outdoors,Soccer Ball,3.0,332.25,Cash on Delivery,New Brandon,4.0,M,68,2025,3,17,Monday,Good,Senior
66682,2025-02-04,632,50,Sports & Outdoors,Yoga Mat,1.0,315.09,Bank Transfer,Cartermouth,5.0,F,42,2025,2,4,Tuesday,Excellent,Adult
47971,2024-04-06,363,20,Fashion,Dress,5.0,279.12,Bank Transfer,East Dawn,4.0,F,47,2024,4,6,Saturday,Good,Adult
54869,2024-03-29,369,10,Electronics,Smartphone,4.0,486.84,Cash on Delivery,Martinburgh,5.0,F,42,2024,3,29,Friday,Excellent,Adult
28063,2024-05-03,398,30,Home & Living,Carpet,5.0,16.7,Bank Transfer,Robertsbury,4.0,M,26,2024,5,3,Friday,Good,Young Adult
99909,2024-08-11,233,10,Electronics,Tablet,1.0,474.06,Cash on Delivery,Sheltonmouth,5.0,F,37,2024,8,11,Sunday,Excellent,Adult
77523,2025-01-28,543,30,Home & Living,Carpet,5.0,355.65,Bank Transfer,Danielfurt,5.0,M,21,2025,1,28,Tuesday,Excellent,Young Adult
60807,2025-01-07,798,20,Fashion,Skirt,1.0,280.12,Bank Transfer,East Andrea,4.0,F,39,2025,1,7,Tuesday,Good,Adult
77884,2024-12-05,620,20,Fashion,T-shirt,3.0,145.36,Bank Transfer,Shortmouth,3.0,F,41,2024,12,5,Thursday,Good,Adult
76854,2024-09-14,845,30,Home & Living,Pillow,2.0,148.59,Bank Transfer,Andrewmouth,5.0,F,64,2024,9,14,Saturday,Excellent,Senior
35603,2024-08-15,177,40,Books & Stationery,Story Book,4.0,228.81,Bank Transfer,Lake Brent,3.0,F,68,2024,8,15,Thursday,Good,Senior
14361,2024-12-12,178,50,Sports & Outdoors,Running Shoes,4.0,233.12,Bank Transfer,Robertbury,5.0,M,23,2024,12,12,Thursday,Excellent,Young Adult
99182,2024-12-19,395,20,Fashion,Shirt,3.0,197.66,Bank Transfer,Garciahaven,4.0,F,23,2024,12,19,Thursday,Good,Young Adult
57585,2025-01-07,394,40,Books & Stationery,Pen,4.0,494.32,Cash on Delivery,Lauraburgh,5.0,F,50,2025,1,7,Tuesday,Excellent,Adult
75434,2024-12-03,775,10,Electronics,Laptop,3.0,256.12,Cash on Delivery,Craigmouth,3.0,M,21,2024,12,3,Tuesday,Good,Young Adult
49651,2024-04-08,937,40,Books & Stationery,Novel,4.0,267.72,Bank Transfer,West Elizabethbury,4.0,M,19,2024,4,8,Monday,Good,Young Adult
80835,2024-12-26,114,20,Fashion,T-shirt,3.0,240.05,Bank Transfer,Lake Carla,3.0,F,40,2024,12,26,Thursday,Good,Adult
46326,2024-12-15,625,10,Electronics,Headphones,4.0,427.65,Cash on Delivery,Andersonchester,3.0,M,31,2024,12,15,Sunday,Good,Adult
11108,2024-06-26,575,40,Books & Stationery,Eraser,2.0,27.59,Credit Card,South Jeffrey,2.5,F,58,2024,6,26,Wednesday,Average,Adult
82916,2024-08-24,180,30,Home & Living,Blanket,1.0,375.92,Bank Transfer,New Alicia,5.0,F,73,2024,8,24,Saturday,Excellent,Senior
37787,2024-08-02,971,10,Electronics,Tablet,3.0,91.52,Bank Transfer,West Mariaton,5.0,M,35,2024,8,2,Friday,Excellent,Adult
43043,2025-02-27,203,10,Electronics,Headphones,5.0,185.65,Bank Transfer,East Justintown,4.0,F,24,2025,2,27,Thursday,Good,Young Adult
74956,2024-12-14,204,50,Sports & Outdoors,Basketball,5.0,93.29,Credit Card,Kristenberg,5.0,M,58,2024,12,14,Saturday,Excellent,Adult
62833,2024-04-05,955,20,Fashion,Skirt,1.0,457.29,Credit Card,East Matthew,2.5,F,71,2024,4,5,Friday,Average,Senior
93806,2024-05-17,606,40,Books & Stationery,Notebook,4.0,336.75,Bank Transfer,Donaldhaven,5.0,F,37,2024,5,17,Friday,Excellent,Adult
12572,2025-01-22,656,20,Fashion,T-shirt,4.0,226.45,Bank Transfer,North Zacharytown,5.0,M,46,2025,1,22,Wednesday,Excellent,Adult
87787,2024-05-13,836,40,Books & Stationery,Notebook,2.0,233.85,Bank Transfer,East Daniel,4.0,M,67,2024,5,13,Monday,Good,Senior
77178,2024-09-17,167,40,Books & Stationery,Novel,5.0,126.23,Cash on Delivery,Lake Ryanland,3.0,M,61,2024,9,17,Tuesday,Good,Senior
70476,2024-10-13,883,30,Home & Living,Pillow,1.0,489.19,Cash on Delivery,West Amandamouth,3.0,M,32,2024,10,13,Sunday,Good,Adult
66492,2025-02-21,112,10,Electronics,Smartwatch,4.0,375.13,Bank Transfer,Port Thomas,5.0,M,30,2025,2,21,Friday,Excellent,Young Adult
62824,2024-12-25,629,30,Home & Living,Blanket,5.0,321.94,Cash on Delivery,Port Jo,2.5,F,63,2024,12,25,Wednesday,Average,Senior
85614,2025-03-13,189,20,Fashion,T-shirt,5.0,452.67,Cash on Delivery,Harrisberg,4.0,F,70,2025,3,13,Thursday,Good,Senior
89312,2024-08-30,276,10,Electronics,Smartwatch,3.0,188.78,Credit Card,Veronicaburgh,4.0,M,31,2024,8,30,Friday,Good,Adult
59644,2024-10-28,139,40,Books & Stationery,Story Book,5.0,108.39,Cash on Delivery,Cynthiaburgh,5.0,M,61,2024,10,28,Monday,Excellent,Senior
77706,2024-06-17,111,50,Sports & Outdoors,Yoga Mat,2.0,416.93,Bank Transfer,Edwardstad,5.0,M,33,2024,6,17,Monday,Excellent,Adult
69355,2024-12-04,683,30,Home & Living,Painting,1.0,404.07,Bank Transfer,South Susanstad,5.0,M,18,2024,12,4,Wednesday,Excellent,Young Adult
30464,2024-07-01,563,20,Fashion,Skirt,2.0,483.96,Cash on Delivery,Derekside,3.0,F,25,2024,7,1,Monday,Good,Young Adult
